input_order,ligand_id,Canonical SMILES,Butina_clusters,cluster_size,cluster_center_ligand_id
5691,6724,Cc1cc(O)c2c3c(c(=O)oc2c1)CN(Cc1ccccc1)CC3,1724,2,6724
5692,6725,C#CCN1CCc2c(c(=O)oc3cc(C)cc(O)c23)C1,1724,2,6724
5693,6726,COc1cc(OC)cc(OCCO)c1,5275,1,6726
5694,6727,CC(C)NCC(O)COc1ccccc1C1CC1,1723,2,228
5695,6728,CCOc1ccccc1C=NNc1ccc(Br)cc1,5274,1,6728
5696,6729,c1cc2c(c(NC3=NCCO3)c1)SCCC2,5273,1,6729
5697,6730,CCC1Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,602,4,6730
5698,6731,CC1Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,602,4,6730
5699,6732,O=C(O)COc1cc2c(c(Cl)c1Cl)C(=O)C(C1CCCC1)C2,602,4,6730
5700,6733,CC(CCN1CCN(c2ccc(F)cc2)CC1)NC(=O)c1cccnc1,5272,1,6733
5701,6735,CCCCCC(C)C(C)c1cc(O)c2c3c(c(=O)oc2c1)CNCC3,5271,1,6735
5702,6736,C[N+](C)(C)CCc1ccc([N+](C)(C)C)cc1,369,5,6736
5703,6737,N#CC(C#N)=Cc1ccc(OCc2ccccc2)cc1,5270,1,6737
5704,6738,O=C1NC(=O)C(=Cc2ccco2)C(=O)N1,5269,1,6738
5705,6739,CCCCC1OC1CC,5268,1,6739
5706,6740,CCC(c1cccnc1)C(C)c1ccc(OC)cc1,5267,1,6740
5707,6741,Oc1ccc2ccccc2c1CN1CCOCC1,1069,3,3456
5708,6742,CN1CC2CCCC(C1)N2CCCN1c2ccccc2Sc2ccc(Cl)cc21,1722,2,6742
5709,6743,CN1CC2CCCC(C1)N2CCCCN1c2ccccc2Sc2ccc(Cl)cc21,1722,2,6742
5710,6744,CN(C)CC(=O)C=C1c2ccccc2CCc2ccccc21,5266,1,6744
5711,6745,O=C(Nc1ccccc1)OCCN(CCOC(=O)Nc1ccccc1)CCc1ccccc1,276,4,6745
5712,6746,COc1cccc(CCN(CCOC(=O)Nc2ccccc2)CCOC(=O)Nc2ccccc2)c1OC,553,4,6746
5713,6747,CCOc1c(CCN(CCOC(=O)Nc2ccccc2)CCOC(=O)Nc2ccccc2)cccc1OC,553,4,6746
5714,6748,CCCOc1c(CCN(CCOC(=O)Nc2ccccc2)CCOC(=O)Nc2ccccc2)cccc1OC,553,4,6746
5715,6749,CCCNC(=O)OCCN(CCOC(=O)NCCC)CCc1ccccc1,276,4,6745
5716,6750,CCCCOc1ccc(OCC(=O)N(CCN2CCCC2)c2cccc(OC)c2)cc1,22,17,6750
5717,6751,CCCCOc1ccc(OCC(=O)N(CCN2CCCCC2)c2cccc(OC)c2)cc1,22,17,6750
5718,6752,CCCCOc1ccc(OCC(=O)N(CCN2CCOCC2)c2cccc(OC)c2)cc1,22,17,6750
5719,6753,CCCCOc1ccc(OCC(=O)N(CCC2CCCCN2C)c2cccc(OC)c2)cc1,387,1,6753
5720,6754,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2ccc(OC)cc2)cc1,22,17,6750
5721,6755,CCCCOc1ccc(OCC(=O)N(CCCN(CC)CC)c2ccc(OC)cc2)cc1,22,17,6750
5722,6756,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2ccc(OC)cc2OC)cc1,22,17,6750
5723,6757,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2ccc(OC)c(OC)c2)cc1,22,17,6750
5724,6758,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cc(OC)ccc2OC)cc1,22,17,6750
5725,6759,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cc(OC)c(OC)c(OC)c2)cc1,22,17,6750
5726,6760,CCCCOc1ccc(OCC(=O)N(CCN(C)C)c2cccc(OCC)c2)cc1,22,17,6750
5727,6761,CCCCOc1ccc(OCC(=O)N(CCN(C)C)c2cc(OCC)ccc2OCC)cc1,137,2,6761
5728,6762,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2ccccc2Cl)cc1,982,1,6762
5729,6763,CCCCOc1ccc(OCC(=O)N(CCN(C)C)c2c(C)cccc2C)cc1,981,1,6763
5730,6764,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cccc(OC)c2)cc1,22,17,6750
5731,6765,COc1ccc(OCC(=O)N(CCN2CCCC2)c2ccccc2OC)cc1,136,5,6765
5732,6766,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cc(OCC)ccc2OCC)cc1,137,2,6761
5733,6767,CCCCOc1ccc(OCC(=O)N(CCCN(CC)CC)c2cccc(OC)c2)cc1,22,17,6750
5734,6768,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cccc(OCC)c2)cc1,22,17,6750
5735,6769,CCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cccc(OC)c2)cc1,22,17,6750
5736,6770,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2ccccc2OC)cc1,22,17,6750
5737,6771,CCCCOc1ccc(OCC(=O)N(CCN(C)C)c2cccc(OC)c2)cc1,22,17,6750
5738,6772,CCCNC(=O)OCCN(C)CCOC(=O)NCCC,1721,2,6772
5739,6773,CCCCNC(=O)OCCN(C)CCOC(=O)NCCCC,1721,2,6772
5740,6774,N#CC(C#N)=Cc1ccc(Cl)c([N+](=O)[O-])c1,5265,1,6774
5741,6776,CCCCOc1ccc(OCC(=O)N(CCN2CCCC2)c2ccccc2OC)cc1,136,5,6765
5742,6777,CCN(CC)CCN(C(=O)COc1ccc(OC)cc1)c1cccc(OC)c1,22,17,6750
5743,6778,CCCCOc1ccc(OCC(=O)N(CCN(C)C)c2ccccc2OC)cc1,136,5,6765
5744,6779,CCCCOc1ccc(OCC(=O)N(CCN2CCCC2)c2ccccc2Cl)cc1,136,5,6765
5745,6780,NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl,5264,1,6780
5746,6781,CC[N+](C)(CC)CCCCCCOC(=O)c1ccc(OC)cc1,974,3,6781
5747,6782,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,5263,1,6782
5748,6783,CCNC(=O)OCCN(CCOC(=O)NCC)CCc1ccccc1,276,4,6745
5749,6784,CCCCNC(=O)OCCN(CCOC(=O)NCCCC)CCc1ccccc1,276,4,6745
5750,6785,CC[N+](C)(CC)CCCCOC(=O)c1ccc(OC)cc1,974,3,6781
5751,6786,Cc1cc(NC2=NCCO2)c(C)s1,5262,1,6786
5752,6788,c1sc(NC2=NCCO2)c2c1CCCC2,5261,1,6788
5753,6789,CCCCOc1ccc(OCC(=O)N(CCN2CCCC2)c2cc(OCC)ccc2OCC)cc1,136,5,6765
5754,6790,OC(c1cccc(Cl)c1)C(Cl)Cl,5260,1,6790
5755,6791,CNCc1ccccc1C(O)c1ccc(Cl)cc1,5259,1,6791
5756,6794,ClCSc1ccc(Br)cc1,5258,1,6794
5757,6795,O=C(O)c1cccc(Nc2ccccc2C(=O)O)c1,68,12,218
5758,6796,O=C(O)c1ccccc1Nc1cccc([N+](=O)[O-])c1,1720,1,6796
5759,6797,COc1cccc(Nc2ccccc2C(=O)O)c1,980,1,6797
5760,6798,Nc1ccccc1Nc1ccccc1C(=O)O,1719,1,6798
5761,6799,O=C(O)c1ccccc1Nc1cccc(S(=O)(=O)O)c1,5257,1,6799
5762,6800,CC(=O)c1cccc(Nc2ccccc2C(=O)O)c1,386,1,6800
5763,6801,CN(c1cccc(C(F)(F)F)c1)c1ccccc1C(=O)O,5256,1,6801
5764,6802,Cc1ccc(S(=O)(=O)N2C(=O)c3ccccc3C2=O)cc1,5255,1,6802
5765,6803,NCC1CCC(C(=O)Oc2ccc(CCC(=O)O)cc2)CC1,5254,1,6803
5766,6804,Cc1cc(N=C2C=C(Br)C(=O)C(Br)=C2)cc(CN(CC(=O)O)CC(=O)O)c1O,5253,1,6804
5767,6805,CCCc1ocnc1C,979,3,1911
5768,6806,Oc1ccc2c(c1)C13CCCCC1C(C2)N(CCc1ccco1)CC3,2,42,424
5769,6815,CSC(=N)Nc1c(C)cccc1C,5252,1,6815
5770,6816,O=C(NP(=O)(N1CC1)N1CC1)c1ccc(I)cc1,5251,1,6816
5771,6817,CCCC1=NCC(O)COc2ccccc21,978,3,6817
5772,6819,OC1CN=C(Cc2ccccc2)c2ccccc2OC1,978,3,6817
5773,6820,OC1CN=C(CCc2ccccc2)c2ccccc2OC1,978,3,6817
5774,6821,OC1CN=C(c2ccccn2)c2ccccc2OC1,5250,1,6821
5775,6822,CC1=NCC(C)(O)COc2ccccc21,5249,1,6822
5776,6823,CC1=NCC(O)COc2c(Cl)cc(Cl)cc21,5248,1,6823
5777,6824,CC1=NCC(O)COc2c1ccc1ccccc21,5247,1,6824
5778,6825,Cc1cc(Cl)c(Nc2ccccc2C(=O)O)c(C(=O)O)c1,5246,1,6825
5779,6826,Nc1cc[n+](CCC[n+]2ccc(C=NO)cc2)cc1,1718,1,6826
5780,6827,CN(C)c1cc[n+](CCC[n+]2ccc(C=NO)cc2)cc1,1717,1,6827
5781,6828,CCSCCOC(=O)c1cccnc1,14,19,2849
5782,6829,CCOC(=O)CN1CCN(C(=O)C=Cc2ccc(Cl)cc2Cl)CC1,977,1,6829
5783,6830,ON=Cc1cc[n+](COC[n+]2cccc(I)c2)cc1,95,10,789
5784,6831,Nc1ccc[n+](COC[n+]2ccc(C=NO)cc2)c1,95,10,789
5785,6832,CN(C)c1ccc[n+](COC[n+]2ccc(C=NO)cc2)c1,601,2,6832
5786,6833,CSc1ccc[n+](COC[n+]2ccc(C=NO)cc2)c1,601,2,6832
5787,6834,CC(C)C1=NCC(O)COc2ccccc21,1217,2,6834
5788,6835,CC1=NCC(O)COc2c(C)cc(C)cc21,5245,1,6835
5789,6836,CC12CCC3C(CCC4C(C)(C(=O)O)CCCC34C)(CC1=O)C2,5244,1,6836
5790,6837,CN(C)c1ccc(C=NCCO)cc1,1489,2,6837
5791,6838,CCN(CC)Cc1nc2c(c(=O)nc(C)n2C)n1C,976,3,6838
5792,6839,CCOc1nc(=O)c2c(nc(CN(CC)CC)n2C)n1C,976,3,6838
5793,6840,CCN(CC)Cc1nc2c(c(=O)nc(N(C)C)n2C)n1C,976,3,6838
5794,6845,CC(COC(=O)c1ccccc1)NC1CCCCC1,5243,1,6845
5795,6846,CCN(CC)CCNC(C)COC(=O)c1ccccc1,5242,1,6846
5796,6847,CCN(CC)CCNCC(C)OC(=O)c1ccccc1,5241,1,6847
5797,6848,COc1ccc2oc(C)c(CCN)c2c1,5240,1,6848
5798,6849,COc1cc2ccoc2cc1CCN,5239,1,6849
5799,6850,CC(=O)OC1CCC2(C)C3CCC4C5(O)CC(O)C6(O)C(CN7CC(C)CCC7C6(C)O)C5(O)CC42OC13O,275,6,819
5800,6851,CCOC(=O)C1=CCCN(C)C1,600,4,51
5801,6852,N#CC(C#N)=Cc1cccs1,5238,1,6852
5802,6853,S=C=NCc1cccc(CN=C=S)c1,1238,2,6853
5803,6854,O=C(NCCSC(=O)Oc1ccccc1)Oc1ccccc1,5237,1,6854
5804,6855,CCC(C)N(CCS)C(=O)OCC(C)CC(=S)S,5236,1,6855
5805,6856,NC(CC(=O)O)C(=O)O,5235,1,6856
5806,6857,CCC1=NCCCS1,1716,2,6857
5807,6858,CCCC1=NCCCS1,1716,2,6857
5808,6859,CC(C)NC(C)C(=O)c1ccc(O)c(O)c1,5234,1,6859
5809,6860,Nc1ccc2c(c1)NCC2,5233,1,6860
5810,6862,N=C(N)CCOC(=O)CCC(=O)OCCC(=N)N,5232,1,6862
5811,6863,N=C(N)NCCOC(=O)CCC(=O)OCCNC(=N)N,5231,1,6863
5812,6864,N=C(N)SCCOC(=O)CCC(=O)OCCSC(=N)N,5230,1,6864
5813,6865,CS(=O)CCCCCCCCCCS(C)=O,5229,1,6865
5814,6866,CCS(=O)CCCCCCCCCCS(=O)CC,5228,1,6866
5815,6868,Cc1nc(=O)c2cccnc2[nH]1,5227,1,6868
5816,6871,COc1ccccc1C=CC(=O)c1cc(Cl)ccc1OCC(=O)O,1694,2,6871
5817,6872,C=CCc1cc(C(C)(C)C)ccc1OC(N)=O,5226,1,6872
5818,6873,Cn1c(=O)c2c(nc(Cc3cccnc3)n2CCO)n(C)c1=O,967,3,6873
5819,6875,Cn1c(=O)c2c(nc(Cc3cccnc3)n2CC(=O)O)n(C)c1=O,967,3,6873
5820,6876,Cn1c(=O)c2[nH]c(Cc3cccnc3)nc2n(C)c1=O,5225,1,6876
5821,6877,CC(C)c1cccc2c(S(=O)(=O)O)cccc12,5224,1,6877
5822,6879,CC(=O)OC1CC2(C)C(CCC3C4(C)CCC(O)C(C)C4C(OC(C)=O)C(O)C32C)C1=C(CCC=C(C)C)C(=O)O,5223,1,6879
5823,6880,C=C1C(=O)C(C)(O)C(O)(C(C)C)C1C(=O)O,5222,1,6880
5824,6881,CC(C)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,5221,1,6881
5825,6882,Cc1ccc(C(C)C)c(O)c1C(C)C,442,5,1462
5826,6884,CCN1CCCC1CNC(=O)c1cc(Cl)c(C)cc1OC,1715,2,6884
5827,6885,COc1ccccc1C(=O)C=Cc1cc(Cl)ccc1OCCN1CCOCC1,5220,1,6885
5828,6886,CCC(C)OS(=O)(=S)c1ccc(C)cc1,5219,1,6886
5829,6887,CCCCCCSS(=O)(=O)c1ccc(C)cc1,481,4,6887
5830,6888,CCCCCCCCCCSS(=O)(=O)c1ccc(C)cc1,481,4,6887
5831,6889,CCCCCCCCCCCCC(C)SS(=O)(=O)c1ccc(C)cc1,5218,1,6889
5832,6890,CC[S+](C)CCCCCCCCCC[S+](C)CC,1710,2,6890
5833,6891,O=C(NCCN1CCCCC1)OCCc1ccccc1,177,7,6891
5834,6892,CCN1CCCC1CNC(=O)c1cc(Cl)c(O)cc1OC,1715,2,6884
5835,6893,CCNC(CC(=O)OC)C(=O)O,1714,2,3560
5836,6894,CCNC(CC(=O)O)C(=O)N(CC)CC,5217,1,6894
5837,6895,CCN(CC)C(=O)C(CC(=O)O)NCCc1ccccc1,599,4,3662
5838,6896,CCNC(CC(=O)N(CC)CC)C(=O)O,5216,1,6896
5839,6897,CCN(CC)C(=O)CC(C(=O)O)N1CCCC1,5215,1,6897
5840,6898,CCN(CC)C(=O)CC(NCCc1ccccc1)C(=O)O,599,4,3662
5841,6899,CCN(CC)CCOC(=O)C1CCCC(C)C1,1147,2,6899
5842,6900,CCN(CC)CCOC(=O)c1ccc(C)cc1,598,3,6900
5843,6901,CCC(CC)OS(=O)(=O)c1ccc(Br)cc1,5214,1,6901
5844,6902,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1c2cc(OC)c(OC)cc2CCN1CC(O)CSC(C)(C)C,21,17,6650
5845,6903,CN(C)c1cccc2nc3cccc([N+](=O)[O-])c3cc12,5213,1,6903
5846,6904,O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(Cl)cc21,200,7,6904
5847,6907,Nc1ccccc1C(=O)NNC(=O)c1ccccc1O,1466,2,6907
5848,6908,CCCCSP(=O)(N1CCCCC1)N1CCCCC1,5212,1,6908
5849,6909,O=P(Oc1ccccc1)(N1CCCCC1)N1CCCCC1,1713,2,3329
5850,6910,Cc1ccc(P(N2CCCCC2)N2CCCCC2)cc1,5211,1,6910
5851,6911,CC1CCCCN1P(c1ccccc1)N1CCCCC1C,5210,1,6911
5852,6912,O=P(Cc1ccccc1)(N1CCCCC1)N1CCCCC1,5209,1,6912
5853,6913,O=P(c1ccccc1)(N1CCCCC1)N1CCCCC1,1462,2,6913
5854,6914,Ic1ccc(Oc2ccc(I)cc2)cc1,5208,1,6914
5855,6915,CN(C)CCCn1c2ccc(Cl)cc2c(=O)c2cccnc21,5207,1,6915
5856,6916,NCC1OC(OC2C(N)CC(N)C(OC3OC(C(=O)O)C(O)C(N)C3O)C2O)C(O)C(O)C1O,109,2,6916
5857,6917,CCC(=O)N(CC)c1c(I)c(C(=O)N(CC)CC(=O)O)c(I)c(N(CC)C(=O)CC)c1I,385,5,6917
5858,6918,CCN(CC(=O)O)C(=O)c1c(I)c(N(CC)C(C)=O)c(I)c(N(CC)C(C)=O)c1I,597,2,6918
5859,6919,CCN(C(C)=O)c1c(I)c(C(=O)NCC(=O)O)c(I)c(N(CC)C(C)=O)c1I,958,2,6919
5860,6920,CCC(CNC(=O)c1c(I)c(N(CC)C(C)=O)c(I)c(N(CC)C(C)=O)c1I)C(=O)O,588,3,6920
5861,6921,CCC(=O)N(CC)c1c(I)c(C(=O)N(C)CC(=O)O)c(I)c(N(CC)C(=O)CC)c1I,385,5,6917
5862,6922,CCCCC(C)(C)O,1712,2,4241
5863,6923,CCCCNC(=O)Nc1nc2ccccc2s1,5206,1,6923
5864,6924,CC1=NCC(O)COc2cc(Cl)cc(Cl)c21,5205,1,6924
5865,6926,CCN(C(C)=O)c1c(I)c(C(=O)N(C)CC(=O)O)c(I)c(N(CC)C(C)=O)c1I,385,5,6917
5866,6927,CCN(C(C)=O)c1c(I)c(C(=O)N(CC(=O)O)Cc2ccccc2)c(I)c(N(CC)C(C)=O)c1I,597,2,6918
5867,6928,C[N+](C)(C)CCNP(=O)(NCC[N+](C)(C)C)Oc1ccccc1,596,3,5884
5868,6929,CCCC(=O)Nc1c(I)cc(I)c(C(C)C(=O)O)c1I,975,1,6929
5869,6930,CCCC(=O)Nc1c(I)cc(I)c(C(CC)C(=O)O)c1I,608,4,6240
5870,6938,N#CCN1CCCC1,933,3,2791
5871,6939,CN(C)CCCC1(c2ccccc2)OC(C(F)(F)F)(C(F)(F)F)c2ccccc21,117,9,4005
5872,6941,CC(O)=C1C(=O)C(N)C2Cc3c(c(O)c4c(O)c(C)ccc4c3C)C(=O)C2(O)C1=O,5204,1,6941
5873,6942,CC(=O)N(C)c1c(I)cc(I)c(CC(=O)O)c1I,595,1,6942
5874,6943,CCN(C(C)=O)c1c(I)cc(I)c(CC(=O)O)c1I,201,7,6943
5875,6944,CCCN(C(C)=O)c1c(I)cc(I)c(CC(=O)O)c1I,201,7,6943
5876,6945,CC(=O)N(Cc1ccccc1)c1c(I)cc(I)c(CC(=O)O)c1I,274,2,6945
5877,6946,CCCCN(C(C)=O)c1c(I)cc(I)c(CC(=O)O)c1I,274,2,6945
5878,6947,CCCC(=O)N(C)c1c(I)cc(I)c(CC(=O)O)c1I,201,7,6943
5879,6948,CCCC(=O)N(CC)c1c(I)cc(I)c(CC(=O)O)c1I,201,7,6943
5880,6949,CCCC(=O)N(CCC)c1c(I)cc(I)c(CC(=O)O)c1I,201,7,6943
5881,6950,CCCCN(C(=O)CCC)c1c(I)cc(I)c(CC(=O)O)c1I,201,7,6943
5882,6951,CCCC(=O)N(Cc1ccccc1)c1c(I)cc(I)c(CC(=O)O)c1I,201,7,6943
5883,6952,CN1CC(O)C2N=C(NC3OC(CO)C(OC(N)=O)C(O)C3N(C)C(=O)CNC=N)NC2C1=O,901,3,6952
5884,6953,CN(C)CCCC1(C(=O)O)OC(C)(C)c2ccccc21,384,5,6035
5885,6954,CC[N+](C)(CC)CCCCOC(=O)c1cccc(OC)c1,974,3,6781
5886,6955,CCCCc1c(N(CC)CC)ccc(C(=O)OC(=O)OCC)c1O,5203,1,6955
5887,6956,CCOC(=O)Oc1c(OC)cc(C(=O)OCCCCN(CC)CC)cc1OC,380,5,774
5888,6957,CCN(CC)CCCCCCOC(=O)c1cccc(OC)c1,360,4,5554
5889,6958,CCN(CC)CCCCCCOC(=O)c1ccc(OC)cc1,360,4,5554
5890,6959,O=C1CSC(c2ccccc2)N1c1ccccc1,5202,1,6959
5891,6960,CC(=O)Nc1ccc(C(=O)O)cc1,5201,1,6960
5892,6962,COC(=O)C1C(OC(=O)Nc2ccccc2)CC2CCC1N2C,383,5,127
5893,6963,Cc1cccc(C)c1NC(=O)OC1CC2CCC(C1)N2C,273,3,6963
5894,6964,Cc1ccccc1NC(=O)OC1CC2CCC(C1)N2C,273,3,6963
5895,6965,CN1C2CCC1CC(OC(=O)Nc1ccccc1)C2,273,3,6963
5896,6966,Cc1cccc(Cl)c1NC(=O)OC1CC2CCCC(C1)N2C,12,20,5901
5897,6967,CC(N)C(=O)NC(CC1CCC(=O)C2OC12)C(=O)O,5200,1,6967
5898,6968,Nc1c[n+](C2CCCCC2)no1,5199,1,6968
5899,6970,Cc1ccccc1NC(=O)OC1CN2CCC1CC2,1711,2,6970
5900,6971,Cc1cccc(C)c1NC(=O)OC1CN2CCC1CC2,1711,2,6970
5901,6972,CC(C)(C)NCC(=O)N1c2ccccc2CCc2ccccc21,973,3,6972
5902,6973,CC(=O)Oc1ccc[n+](C)c1,5198,1,6973
5903,6974,CN(C)Cc1c(O)ccc2occ(C(=O)c3ccccc3)c12,594,4,5569
5904,6975,Cc1ccc(C(=O)c2coc3ccc(O)c(CN(C)C)c23)cc1,594,4,5569
5905,6976,CN(C)Cc1c(O)ccc2occ(C(=O)c3ccc(Cl)cc3)c12,594,4,5569
5906,6977,COc1ccc(C(=O)c2coc3ccc(O)c(CN(C)C)c23)c(OC)c1,5197,1,6977
5907,6980,CCOC(=O)C(CC1COc2ccccc2O1)C(=O)OCC,5196,1,6980
5908,6981,CC(C)(C)NCCC(=O)N1c2ccccc2Sc2ccccc21,973,3,6972
5909,6982,O=C(CN1CCN(CCO)CC1)N1c2ccccc2CCc2ccccc21,200,7,6904
5910,6983,O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccccc21,200,7,6904
5911,6984,O=C(CN1CCN(CCO)CC1)N1c2ccccc2Sc2ccccc21,200,7,6904
5912,6985,O=C(CN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(Cl)cc21,200,7,6904
5913,6986,O=CNC(CSSCC(C=O)NC(=O)O)C(=O)O,5195,1,6986
5914,6987,CCc1ocnc1C,979,3,1911
5915,6988,Cc1ncoc1CC(C)C,5194,1,6988
5916,6989,CN(C)c1ccc(N(C)C)nn1,5193,1,6989
5917,6992,CCC(C)C1(CC)C(=O)NC(=S)N(C)C1=O,5192,1,6992
5918,6993,OCc1cc(O)cc(O)c1,5191,1,6993
5919,6994,CCN(C=NS(=O)(=O)c1ccccc1)CC,5190,1,6994
5920,6995,CCCCCCCCCCCCCCCCCC[S+](C)CC,1710,2,6890
5921,6996,Cc1cc(O)c2c3c1C(=O)C=C1C(C)(C)C(=O)c4c(O)cc(O)c(c4C13O)C2=O,5189,1,6996
5922,6997,Cc1cc(C)n2c(nc3c(C)cccc32)c1C(=O)O,1709,2,4247
5923,6998,CC(C)(C)NCC(=O)N1c2ccccc2Sc2ccccc21,973,3,6972
5924,6999,CCCCOc1ccc(OCC(=O)N(c2cccc(OC)c2)C(C)CN2CCCC2)cc1,972,1,6999
5925,7000,CSc1ccc2c(c1)C(N1CCN(CCCO)CC1)Cc1ccccc1S2,5188,1,7000
5926,7001,CCSc1nc2ccccc2c(=O)n1-c1ccccc1,971,3,5486
5927,7002,O=C(O)c1c(I)c(I)c(C(=O)N2CCOCC2)c(I)c1I,1708,2,7002
5928,7003,CC(C)(C)C(C)(C)N,5187,1,7003
5929,7004,CNC(C)(C)C(C)(C)C,5186,1,7004
5930,7005,CN(C)C(C)(C)C(C)(C)C,5185,1,7005
5931,7006,CCC(CNC(=O)c1c(I)c(I)c(C(=O)NCC(=O)O)c(I)c1I)C(=O)O,588,3,6920
5932,7007,CN(CC(=O)O)C(=O)c1c(I)c(I)c(C(=O)N2CCOCC2)c(I)c1I,5184,1,7007
5933,7008,O=C(O)C1CCN(C(=O)c2c(I)c(I)c(C(=O)N3CCOCC3)c(I)c2I)CC1,1708,2,7002
5934,7009,O=C(O)CCNC(=O)c1c(I)c(I)c(C(=O)N2CCOCC2)c(I)c1I,969,3,7009
5935,7010,O=C(O)CNC(=O)c1c(I)c(I)c(C(=O)N2CCOCC2)c(I)c1I,969,3,7009
5936,7011,CNC(=O)c1c(I)c(I)c(C(=O)NCC(=O)O)c(I)c1I,587,3,7011
5937,7012,CNC(=O)c1c(I)c(I)c(C(=O)N(C)CC(=O)O)c(I)c1I,272,6,7012
5938,7013,CNC(=O)c1c(I)c(I)c(C(=O)NCC(C(=O)O)c2ccccc2)c(I)c1I,1702,2,7013
5939,7014,CN(CC(=O)O)C(=O)c1c(I)c(I)c(C(=O)NCC(=O)O)c(I)c1I,272,6,7012
5940,7015,CCN(CC(=O)O)C(=O)c1c(I)c(I)c(C(=O)NCC(=O)O)c(I)c1I,272,6,7012
5941,7016,O=C(O)CNC(=O)c1c(I)c(I)c(C(=O)N(CC(=O)O)Cc2ccccc2)c(I)c1I,1707,1,7016
5942,7017,CC(C)CC(NC(=O)c1c(I)c(I)c(C(=O)N2CCOCC2)c(I)c1I)C(=O)O,970,3,7017
5943,7018,O=C(O)C1CCCN1C(=O)c1c(I)c(I)c(C(=O)N2CCOCC2)c(I)c1I,381,5,7018
5944,7019,CNC(=O)c1c(I)c(I)c(C(=O)N2CCCC2C(=O)O)c(I)c1I,381,5,7018
5945,7020,CN(CC(=O)O)C(=O)c1c(I)c(I)c(C(=O)N2CCCC2C(=O)O)c(I)c1I,381,5,7018
5946,7021,CCC(CNC(=O)c1c(I)c(I)c(C(=O)N2CCCC2C(=O)O)c(I)c1I)C(=O)O,1706,1,7021
5947,7022,CCC1(CC)CC(O)CO1,1705,2,7022
5948,7023,CC(C)CC1(C)CC(O)CO1,5183,1,7023
5949,7024,CCCC1(C)CC(O)CO1,593,4,7024
5950,7025,CCCCC1(C)CC(O)CO1,593,4,7024
5951,7026,CCCC1(CCC)CC(O)CO1,1705,2,7022
5952,7027,CC(C)C1(C(C)C)CC(O)CO1,5182,1,7027
5953,7028,CCCCCCCCCC1(C)CC(O)CO1,593,4,7024
5954,7029,CC1OC(C)(C)CC1O,5181,1,7029
5955,7030,CCC1(O)CC(C)OC1(C)C,5180,1,7030
5956,7031,CCC1OC(C)(C)CC1O,592,4,7031
5957,7032,CCC1(C)CC(O)C(C)O1,1704,2,3929
5958,7033,OC1CCC2(CCCC2)OC1,5179,1,7033
5959,7034,CC1OC2(CCCC2)CC1O,5178,1,7034
5960,7035,OC1CC2(CCCCC2)OC12CCCCC2,5177,1,7035
5961,7036,CCC1CC(O)C(C)(CC)O1,5176,1,7036
5962,7037,CCCC1OC(C)(C)CC1O,592,4,7031
5963,7038,CC(C)C1OC(C)(C)CC1O,5175,1,7038
5964,7039,CC1(C)OC(C)(C)C(O)C1O,1703,2,7039
5965,7040,CC1(C)OC(C)(C)C(O)(O)C1C(N)=O,5174,1,7040
5966,7041,CC1(C)OC(C)(C)C(CO)C1O,5173,1,7041
5967,7042,CCC1OC(CC)(CC)CC1O,5172,1,7042
5968,7043,CCCCC1OC(C)(C)CC1O,592,4,7031
5969,7044,CCCC1OC(C)(CC)CC1O,592,4,7031
5970,7045,CCCC1(C)CC(O)C(CC)O1,5171,1,7045
5971,7046,CC1(C)CC(O)C(C)(C)O1,5170,1,7046
5972,7047,CC1(C)CC(C)(O)C(C)(C)O1,5169,1,7047
5973,7048,CC1C(O)C(C)(C)OC1(C)C,1703,2,7039
5974,7049,CCC1(CC)CC(O)C(C)(C)O1,5168,1,7049
5975,7050,CCC1(CC)CC(O)C(CC)(CC)O1,5167,1,7050
5976,7052,COC1OC(CO)C(O)C(O)C1NC(=O)N(C)N=O,5166,1,7052
5977,7053,CC1COCC1O,5165,1,7053
5978,7054,CC1CC(O)CO1,5164,1,7054
5979,7055,CC1OCCC1O,5163,1,7055
5980,7056,CCCCCC1OC(C)CC1O,5162,1,7056
