model,evaluation_domain,n_train,n_calibration,n_test,n_features,model_file,RMSE,MAE,MSE,R2,Spearman,CCC,CI_0.80_size,CI_0.80_coverage,CI_0.90_size,CI_0.90_coverage,CI_0.95_size,CI_0.95_coverage,split_index,seed
Plain,full_test,8255,1948,2447,2050,results/models/split_14/plain/model.cbm,0.49892952927239487,0.3585701545349328,0.24893067517997355,0.5153758246979435,0.7082058434459775,0.6790997642741232,1.0966715387066968,0.8017981201471189,1.6329354160865215,0.9109113199836535,2.2328491796798975,0.9624029423784226,14,56
ADME,full_test,8064,2066,2520,2161,results/models/split_15/adme/model.cbm,0.5212911298831826,0.35795573199297015,0.2717444420948852,0.4958255613633801,0.6978452206669783,0.651289353025904,1.0438023482184697,0.7888888888888889,1.5014557416306333,0.8928571428571429,2.089618405514084,0.9484126984126984,15,57
BBB pass,bbb_pass_test,5502,1406,1695,2093,results/models/split_15/bbb_pass/model.cbm,0.475159627038176,0.32730287668102864,0.2257766711670585,0.43780535382255503,0.6606450721887809,0.5996303305258391,0.9511581536988415,0.784070796460177,1.4150554023204267,0.8967551622418879,1.913774364910999,0.9516224188790561,15,57
Baseline,full_test,8064,2066,2520,2093,results/models/split_15/baseline/model.cbm,0.5294006006459102,0.3669609766227306,0.2802649959642505,0.4800171590614102,0.6886212134058656,0.6491556861397073,1.1154902109346636,0.801984126984127,1.56794780140478,0.8956349206349207,2.1745616529242477,0.9535714285714286,15,57
PCA,full_test,8064,2066,2520,2053,results/models/split_15/pca/model.cbm,0.5195030322422147,0.3599664816103023,0.26988340050885556,0.49927839958771536,0.698273644442954,0.6595547064181053,1.0736530603394179,0.7908730158730158,1.5603205824966118,0.9067460317460317,2.116009192268542,0.9535714285714286,15,57
Plain,bbb_pass_test,8064,2066,1695,2050,results/models/split_15/plain/model.cbm,0.45788500921472686,0.31855248967921357,0.20965868166357052,0.47793991404600866,0.6725081522303231,0.6431516268455195,1.0725715504753381,0.8348082595870207,1.549952970469871,0.9244837758112094,2.1498847065690296,0.9687315634218289,15,57
Plain,full_test,8064,2066,2520,2050,results/models/split_15/plain/model.cbm,0.5180390100829425,0.35625458225332096,0.268364415967715,0.5020966105966451,0.7020406736038495,0.659192880389038,1.072571550475338,0.8,1.549952970469871,0.9,2.1498847065690296,0.9567460317460318,15,57
ADME,full_test,8002,1981,2667,2161,results/models/split_16/adme/model.cbm,0.5306260277571763,0.3626062505382848,0.28156398133335964,0.5212956603043195,0.696614821836066,0.6773620394529897,1.0792862742719989,0.8008998875140607,1.5772300710345135,0.8991376077990251,2.194215122305713,0.9520059992500938,16,58
BBB pass,bbb_pass_test,5493,1318,1792,2093,results/models/split_16/bbb_pass/model.cbm,0.47219103631757564,0.3294531758028256,0.22296437477866604,0.4430535727496364,0.6555342142707334,0.6141988911340324,1.006699792849247,0.8035714285714286,1.4989961119637276,0.9045758928571429,2.027896142385367,0.9553571428571429,16,58
Baseline,full_test,8002,1981,2667,2093,results/models/split_16/baseline/model.cbm,0.5343252744359194,0.3728073405712851,0.28550349890102056,0.5145978428241998,0.6827729396782878,0.6723012801265101,1.0984688877073516,0.7896512935883014,1.5800653284379955,0.8938882639670042,2.1216402248476496,0.9456317960254969,16,58
PCA,full_test,8002,1981,2667,2053,results/models/split_16/pca/model.cbm,0.5261090112683091,0.36847454549651487,0.27679069173771775,0.5294110251788936,0.6924336888841888,0.6879689490824191,1.103586196882862,0.7982752155980503,1.5932456506610115,0.9017622797150356,2.186125317734104,0.9531308586426697,16,58
Plain,bbb_pass_test,8002,1981,1792,2050,results/models/split_16/plain/model.cbm,0.4611176283097301,0.32440938122426155,0.21262946713799039,0.4688693107667554,0.6756119323552634,0.6360909315661345,1.0471877323944596,0.8208705357142857,1.6165164028999892,0.93359375,2.205702669671915,0.9709821428571429,16,58
Plain,full_test,8002,1981,2667,2050,results/models/split_16/plain/model.cbm,0.5182976138014761,0.35874627011555205,0.268632416472304,0.5432814135556003,0.7138567989214084,0.692959034301925,1.0471877323944598,0.7859017622797151,1.6165164028999888,0.9126359205099362,2.205702669671915,0.9565054368203975,16,58
ADME,full_test,8143,2031,2476,2161,results/models/split_17/adme/model.cbm,0.5050578176740169,0.36116622607932475,0.25508339919364054,0.5459456356452828,0.712371689098852,0.6937844752566573,1.075409710565939,0.7847334410339257,1.586596638096812,0.9054927302100162,2.175002712488849,0.9539579967689822,17,59
BBB pass,bbb_pass_test,5522,1415,1666,2093,results/models/split_17/bbb_pass/model.cbm,0.4623030130604068,0.3284049601868362,0.21372407588473066,0.4642470176977559,0.644899320400339,0.6264468367735571,1.031771775673355,0.8091236494597839,1.4377694014570552,0.8895558223289316,1.9350435990947576,0.9495798319327731,17,59
Baseline,full_test,8143,2031,2476,2093,results/models/split_17/baseline/model.cbm,0.5219584553131665,0.3718874841325434,0.2724406290729069,0.5150493640544913,0.6944938586678682,0.6840298377294717,1.1187718570664538,0.7879644588045234,1.6484357867937725,0.904281098546042,2.1671413584574477,0.9450726978998385,17,59
PCA,full_test,8143,2031,2476,2053,results/models/split_17/pca/model.cbm,0.5150882669614524,0.3632143833772497,0.2653159227613524,0.5277315064664762,0.7014779181954844,0.6898270368924702,1.112756958904476,0.8021001615508885,1.60800241040282,0.8990306946688207,2.214983419285259,0.9527463651050081,17,59
Plain,bbb_pass_test,8143,2031,1666,2050,results/models/split_17/plain/model.cbm,0.45582051228353687,0.3257023858999926,0.207772339418426,0.4791665374032452,0.6624346881853649,0.6405911156288104,1.075933037382577,0.8289315726290516,1.6295054555740673,0.9243697478991597,2.16881016557978,0.9633853541416567,17,59
Plain,full_test,8143,2031,2476,2050,results/models/split_17/plain/model.cbm,0.506933227885723,0.35936171973358577,0.2569812975346384,0.5425673325979039,0.7155868949836179,0.6969758808081721,1.075933037382577,0.7988691437802908,1.6295054555740673,0.9026655896607432,2.16881016557978,0.9474959612277868,17,59
ADME,full_test,8249,1988,2413,2161,results/models/split_18/adme/model.cbm,0.5239992880677314,0.3656531638182039,0.27457525389548937,0.5210724424111468,0.6991973310398419,0.6728932087380252,1.0267940326874418,0.774554496477414,1.501937538546608,0.8823041856610029,2.0360898442987794,0.9448818897637795,18,60
BBB pass,bbb_pass_test,5581,1376,1646,2093,results/models/split_18/bbb_pass/model.cbm,0.4753775435650014,0.33615586118448065,0.2259838089258948,0.43572429024834314,0.6574163654716364,0.6003539248503791,1.0449525825382622,0.8055893074119077,1.4107931248584846,0.8876063183475091,1.8115273597877404,0.9343863912515188,18,60
Baseline,full_test,8249,1988,2413,2093,results/models/split_18/baseline/model.cbm,0.5440439638933681,0.383275623005195,0.2959838346488084,0.4837305510856692,0.6559250133197677,0.6519081204168189,1.0909812641167234,0.7724823870700372,1.5676108980700627,0.8760878574388727,2.0243269473166166,0.937007874015748,18,60
PCA,full_test,8249,1988,2413,2053,results/models/split_18/pca/model.cbm,0.5521171464828082,0.38785554204541045,0.30483334344031865,0.4682948059802772,0.65275818524373,0.6392244498361545,1.0955088689339434,0.774554496477414,1.5438632598245712,0.8798176543721509,2.022111326533433,0.9303771239121426,18,60
Plain,bbb_pass_test,8249,1988,1646,2050,results/models/split_18/plain/model.cbm,0.47940695904700137,0.33655526118937595,0.22983103238269326,0.42611787305864945,0.6389830039317691,0.5982201651567414,1.0876605681995022,0.8177399756986634,1.5217274159946579,0.9015795868772782,2.0049393675957683,0.951397326852977,18,60
Plain,full_test,8249,1988,2413,2050,results/models/split_18/plain/model.cbm,0.5420905858068048,0.3746660709200919,0.2938622032203648,0.4874312041624209,0.6686904519660041,0.6461319576414414,1.0876605681995022,0.7815996684624948,1.521727415994658,0.8818897637795275,2.0049393675957683,0.9394944053046,18,60
ADME,full_test,8076,2018,2556,2161,results/models/split_19/adme/model.cbm,0.5150386687748085,0.35778500499161947,0.265264830333327,0.490634062856968,0.7022508807509974,0.6514071233616884,1.0881422470154682,0.8035993740219093,1.539173060369638,0.8990610328638498,2.0931280705151987,0.9483568075117371,19,61
BBB pass,bbb_pass_test,5503,1332,1768,2093,results/models/split_19/bbb_pass/model.cbm,0.4673468595452154,0.3303357535604565,0.2184130871267753,0.41486717103710424,0.6396964993874237,0.5854978299994099,0.9375728741307983,0.7771493212669683,1.3287720524002808,0.8846153846153846,1.8139648079372093,0.9383484162895928,19,61
Baseline,full_test,8076,2018,2556,2093,results/models/split_19/baseline/model.cbm,0.5154156932410863,0.36253618937899823,0.26565333683918957,0.4898880462056231,0.6927760968160783,0.6585451741953708,1.1073392652925271,0.8035993740219093,1.5617801495199064,0.8998435054773083,2.2211839833247424,0.9534428794992176,19,61
PCA,full_test,8076,2018,2556,2053,results/models/split_19/pca/model.cbm,0.5122028083175091,0.3592390318782298,0.2623517168483429,0.49622787180034866,0.6957826005019725,0.6614120142680268,1.1098717873026267,0.8043818466353677,1.5385870542747098,0.8931924882629108,2.1129973762857315,0.9464006259780907,19,61
Plain,bbb_pass_test,8076,2018,1768,2050,results/models/split_19/plain/model.cbm,0.4522541435890561,0.3241259920267104,0.20453381039347054,0.4520500183002979,0.6691294937433938,0.6123861279440952,1.0954087463222868,0.834841628959276,1.5346174030655304,0.9219457013574661,2.0717824936061855,0.9632352941176471,19,61
Plain,full_test,8076,2018,2556,2050,results/models/split_19/plain/model.cbm,0.512079759624727,0.36123479569879563,0.2622256802173182,0.49646988943455816,0.7020133333270789,0.657188606088554,1.0954087463222866,0.8028169014084507,1.5346174030655302,0.8939749608763693,2.071782493606185,0.9440532081377152,19,61
ADME,full_test,8135,2018,2497,2161,results/models/split_20/adme/model.cbm,0.509070201776786,0.34700948693261435,0.2591524703370576,0.482961122678355,0.690775943923761,0.6491325781697368,1.0219919961232968,0.8013616339607529,1.5038588047968364,0.8998798558269924,2.1918719995189253,0.9559471365638766,20,62
BBB pass,bbb_pass_test,5477,1426,1700,2093,results/models/split_20/bbb_pass/model.cbm,0.4718917654986892,0.3201966974190991,0.2226818383454699,0.40675961227704105,0.656886021545964,0.598634878510675,0.9858110297453884,0.8170588235294117,1.418929368968911,0.908235294117647,2.042400375158511,0.9594117647058824,20,62
Baseline,full_test,8135,2018,2497,2093,results/models/split_20/baseline/model.cbm,0.5168484107093122,0.3589153337931039,0.26713227965274183,0.4670404886035342,0.6901994210425212,0.6478341068163364,1.091136212710417,0.8057669203043653,1.602545173066167,0.9106928313976772,2.142388844357336,0.9543452142571085,20,62
PCA,full_test,8135,2018,2497,2053,results/models/split_20/pca/model.cbm,0.5191280361218615,0.35588864715186785,0.2694939178877408,0.4623287496798202,0.6858930685932696,0.6492320967112502,1.05173448555876,0.802162595114137,1.5096630649517877,0.8962755306367641,2.0659932939068484,0.947537044453344,20,62
Plain,bbb_pass_test,8135,2018,1700,2050,results/models/split_20/plain/model.cbm,0.4524324669635366,0.31089964258209274,0.20469513716271165,0.4546774742041656,0.6772693656372443,0.6290080854548133,1.0672986465304275,0.85,1.5273844277475888,0.928235294117647,2.0368314061783757,0.96,20,62
Plain,full_test,8135,2018,2497,2050,results/models/split_20/plain/model.cbm,0.4999183752661693,0.3445383468650939,0.24991838192876645,0.5013841872839211,0.7051442022502562,0.6679007537495258,1.0672986465304277,0.8133760512615138,1.5273844277475888,0.9026832198638366,2.036831406178375,0.9515418502202643,20,62
ADME,full_test,8005,2059,2586,2161,results/models/split_21/adme/model.cbm,0.49946470652413666,0.35684901249787165,0.24946499306324194,0.510692540790304,0.6863233218473268,0.6750031930459733,1.0488530959733477,0.7811291569992266,1.5001308285049806,0.8901778808971385,1.9995741194349563,0.9435421500386698,21,63
BBB pass,bbb_pass_test,5398,1473,1732,2093,results/models/split_21/bbb_pass/model.cbm,0.45739003393246724,0.33160222183170296,0.20920564314074355,0.4163824470605455,0.6468226518001281,0.6075075405035372,0.9853897972348022,0.7881062355658198,1.352278584488857,0.8851039260969977,1.8900209538546733,0.9474595842956121,21,63
Baseline,full_test,8005,2059,2586,2093,results/models/split_21/baseline/model.cbm,0.5244015538915588,0.37558866561949955,0.27499698972388154,0.46061338434769694,0.6700962733703165,0.6529494093423752,1.0804186149947028,0.7784222737819025,1.540221769031458,0.8851508120649652,2.099509125570033,0.9435421500386698,21,63
PCA,full_test,8005,2059,2586,2053,results/models/split_21/pca/model.cbm,0.5079248095573031,0.3616593325563682,0.2579876121638226,0.4939760426287365,0.6912345274677871,0.6718714778391185,1.0545204006705884,0.779969064191802,1.5223850831566537,0.8948182521268369,2.0365177101293463,0.9447022428460944,21,63
Plain,bbb_pass_test,8005,2059,1732,2050,results/models/split_21/plain/model.cbm,0.4523099384655153,0.32569075582026175,0.20458428043467825,0.4292745868387493,0.6571554409769176,0.6146077954358117,1.0175489311617134,0.815242494226328,1.5033329106576367,0.9185912240184757,2.025464040189,0.9590069284064665,21,63
Plain,full_test,8005,2059,2586,2050,results/models/split_21/plain/model.cbm,0.5035709605528275,0.35712918899567625,0.25358371231209736,0.5026139722259981,0.6906889351376541,0.6715882676289289,1.0175489311617134,0.7807424593967517,1.503332910657637,0.8990719257540604,2.025464040189,0.9443155452436195,21,63
ADME,full_test,7924,2091,2635,2161,results/models/split_22/adme/model.cbm,0.5096723391430539,0.35826980336848896,0.2597658932875522,0.5353230580598445,0.718642608156188,0.6826358765731196,1.006121446171516,0.7669829222011385,1.4804883882832216,0.8891840607210626,2.0641971617970505,0.9487666034155597,22,64
BBB pass,bbb_pass_test,5446,1398,1759,2093,results/models/split_22/bbb_pass/model.cbm,0.47019212662349164,0.33346047809849455,0.22108063593872157,0.4333857661500983,0.658995594107889,0.5971481649150325,1.0013491003460206,0.7998862990335418,1.4302865972131507,0.8959636156907334,1.9182595581703963,0.9494030699260944,22,64
Baseline,full_test,7924,2091,2635,2093,results/models/split_22/baseline/model.cbm,0.524722066988251,0.3691221717423974,0.2753332475844225,0.5074757125241429,0.7013504500281835,0.6649836883769209,1.1378691064849615,0.7992409867172675,1.6180074190222593,0.8979127134724858,2.166293206441398,0.9483870967741935,22,64
PCA,full_test,7924,2091,2635,2053,results/models/split_22/pca/model.cbm,0.5100458614775988,0.3587550355154934,0.26014678081042586,0.5346417151509962,0.7168835737253452,0.6851059770759536,1.1097156952770988,0.8030360531309297,1.5206999933445104,0.8956356736242884,2.0658422108475296,0.9468690702087287,22,64
Plain,bbb_pass_test,7924,2091,1759,2050,results/models/split_22/plain/model.cbm,0.453867657001222,0.3212557118677964,0.20599585007177892,0.47204701909292335,0.6930341621153936,0.6280659820625117,1.0614531068156987,0.8334280841387152,1.5149367514443142,0.9113132461625923,2.074719429126823,0.9596361569073337,22,64
Plain,full_test,7924,2091,2635,2050,results/models/split_22/plain/model.cbm,0.5062349917207203,0.3554130018848169,0.25627386684247777,0.5415696986373859,0.7287481662291398,0.6830053244588422,1.0614531068156987,0.7958254269449715,1.5149367514443144,0.8944971537001898,2.074719429126823,0.949146110056926,22,64
ADME,full_test,8101,1985,2564,2161,results/models/split_23/adme/model.cbm,0.5347497801336564,0.3658251235208699,0.28595732735299384,0.44470676042406765,0.6683550778335695,0.602701745767853,1.0827886672371114,0.7983619344773791,1.6373953306249305,0.9032761310452418,2.208797310473619,0.9504680187207488,23,65
BBB pass,bbb_pass_test,5487,1354,1762,2093,results/models/split_23/bbb_pass/model.cbm,0.49323357610687457,0.34444949448422246,0.24327936059917601,0.3868651210582761,0.6019152810677718,0.560097017798483,0.9990717286447087,0.779228149829739,1.4119271911182196,0.8830874006810443,1.9302121577642875,0.9449489216799092,23,65
Baseline,full_test,8101,1985,2564,2093,results/models/split_23/baseline/model.cbm,0.5490267959038526,0.37452222596198004,0.30143042262045067,0.414659951423343,0.6484095204603266,0.6010163993790723,1.1361390837577268,0.8026521060842434,1.5993949253281174,0.8931357254290172,2.1975757618420233,0.9465678627145085,23,65
PCA,full_test,8101,1985,2564,2053,results/models/split_23/pca/model.cbm,0.5481583715696781,0.3723486792063747,0.3004776003219212,0.4165102127395619,0.6475662898424658,0.5944210845959815,1.1392453878957687,0.8053822152886115,1.6202418850793114,0.8997659906396256,2.1688083995549987,0.9461778471138845,23,65
Plain,bbb_pass_test,8101,1985,1762,2050,results/models/split_23/plain/model.cbm,0.48773068326325414,0.3417428215204222,0.23788121939644072,0.4004700098770304,0.6130339705086708,0.5799908463884241,1.1203457681325286,0.8206583427922814,1.574704013046294,0.9097616345062429,2.191279880694189,0.9591373439273553,23,65
Plain,full_test,8101,1985,2564,2050,results/models/split_23/plain/model.cbm,0.5345860454172423,0.3655825292081354,0.2857822399548458,0.4450467581762726,0.666440686384419,0.6154078398669527,1.1203457681325286,0.8061622464898596,1.5747040130462944,0.8985959438377535,2.191279880694189,0.9496879875195008,23,65
ADME,full_test,8134,2017,2499,2161,results/models/split_24/adme/model.cbm,0.5167080865406002,0.35678058998161416,0.2669872466964484,0.5296955930725478,0.7106510477560971,0.6823778365603954,1.0522479733979935,0.7867146858743498,1.5700084329188428,0.9047619047619048,2.1968303328415515,0.954781912765106,24,66
BBB pass,bbb_pass_test,5515,1417,1671,2093,results/models/split_24/bbb_pass/model.cbm,0.4577456759699494,0.3247380972363201,0.20953110386918594,0.4632250496091652,0.6520173690400722,0.6270899399836757,0.9883323705380932,0.7959305804907241,1.4028403205275957,0.9042489527229204,1.9620527819402098,0.9611011370436864,24,66
Baseline,full_test,8134,2017,2499,2093,results/models/split_24/baseline/model.cbm,0.5272888096599375,0.3662330936191457,0.2780334887925939,0.5102373739924756,0.6922962499281359,0.6755945186926565,1.0811739295282015,0.7871148459383753,1.5439884881801966,0.8979591836734694,2.1705621501575636,0.9531812725090036,24,66
PCA,full_test,8134,2017,2499,2053,results/models/split_24/pca/model.cbm,0.5223194336642881,0.36434662391754974,0.27281759078338264,0.5194253028174249,0.7018136388669814,0.6817522335316948,1.0892996686985672,0.8003201280512204,1.5852059535589895,0.8971588635454182,2.1063719075163734,0.9515806322529011,24,66
Plain,bbb_pass_test,8134,2017,1671,2050,results/models/split_24/plain/model.cbm,0.4526942311457451,0.31843040406857015,0.20493206691263727,0.47500682228449187,0.6635268138022595,0.6401500113676577,1.0736343320761683,0.8306403351286654,1.565419861997138,0.9293836026331538,2.181136376420353,0.9682824655894674,24,66
Plain,full_test,8134,2017,2499,2050,results/models/split_24/plain/model.cbm,0.5150272351311013,0.3588332204979196,0.2652530529267867,0.5327504167857766,0.7154176633646318,0.6851838689343547,1.0736343320761685,0.7923169267707083,1.565419861997138,0.9047619047619048,2.1811363764203535,0.9551820728291317,24,66
ADME,full_test,8055,2073,2522,2161,results/models/split_25/adme/model.cbm,0.519739355939263,0.35829937337977164,0.27012899811215996,0.5055877863392539,0.7053302477667108,0.6568659462811421,1.1031375653776214,0.8104678826328311,1.6387528749624989,0.9048374306106265,2.2884674279456507,0.9595559080095163,25,67
BBB pass,bbb_pass_test,5498,1414,1691,2093,results/models/split_25/bbb_pass/model.cbm,0.4563118304288286,0.32224985307746223,0.20822048658930803,0.4568134192787867,0.6656300396789347,0.6146362248142202,0.9945656864309748,0.8042578356002366,1.5758676467879165,0.9201655824955648,2.1337551658029703,0.9727971614429332,25,67
Baseline,full_test,8055,2073,2522,2093,results/models/split_25/baseline/model.cbm,0.534211155198312,0.36661267906693296,0.2853815583383149,0.4776713015556544,0.6887897063163473,0.6439355403715729,1.1488049172541217,0.810071371927042,1.7312607361929104,0.9187153053132434,2.2812803652359515,0.9591593973037272,25,67
PCA,full_test,8055,2073,2522,2053,results/models/split_25/pca/model.cbm,0.5227610593461369,0.3590840003242096,0.2732791251686953,0.499822165831205,0.6915902275761232,0.6647992170926718,1.1576395840444569,0.823949246629659,1.6644214993104303,0.9187153053132434,2.2965438238595213,0.9619349722442506,25,67
Plain,bbb_pass_test,8055,2073,1691,2050,results/models/split_25/plain/model.cbm,0.44944406555808614,0.3141422214934172,0.20199996806538123,0.4730409396475642,0.6778750845273437,0.6305877239641923,1.135599196007754,0.8533412182140745,1.671920841328522,0.9408633944411591,2.201571844506324,0.9733885274985216,25,67
Plain,full_test,8055,2073,2522,2050,results/models/split_25/plain/model.cbm,0.515292232312798,0.35031104489971365,0.2655260846819066,0.5140124154395902,0.710193356481317,0.6671344117764624,1.1355991960077538,0.8275178429817605,1.6719208413285225,0.9214908802537668,2.2015718445063244,0.9583663758921491,25,67
ADME,full_test,8220,1938,2492,2161,results/models/split_26/adme/model.cbm,0.5185935263339728,0.3548631043450039,0.26893924555550497,0.4898885010687015,0.691412638237087,0.6491800102039035,1.1014139929168998,0.8113964686998395,1.5689168714997377,0.8932584269662921,2.114141394611501,0.9442215088282504,26,68
BBB pass,bbb_pass_test,5566,1312,1725,2093,results/models/split_26/bbb_pass/model.cbm,0.4636813644041432,0.32816482539789316,0.21500040769568782,0.4204756610371908,0.6393234481743597,0.6098066436709761,1.0360494746389228,0.8104347826086956,1.4118599793519337,0.8997101449275362,1.9180396946750466,0.952463768115942,26,68
Baseline,full_test,8220,1938,2492,2093,results/models/split_26/baseline/model.cbm,0.5232257759407576,0.3606389614382803,0.2737652126088079,0.48073483038643094,0.6840276168538196,0.6514895153438833,1.1287180185185115,0.8146067415730337,1.598578288457893,0.9000802568218299,2.1899135625969555,0.9502407704654896,26,68
PCA,full_test,8220,1938,2492,2053,results/models/split_26/pca/model.cbm,0.516597247628563,0.35467335456883875,0.2668727162574068,0.493808198083025,0.6986777144962644,0.6595945959168231,1.1237256156300732,0.8130016051364366,1.6517098165359771,0.9056982343499197,2.2258247966949796,0.9550561797752809,26,68
Plain,bbb_pass_test,8220,1938,1725,2050,results/models/split_26/plain/model.cbm,0.4504238706305946,0.31475184236153164,0.2028816632338466,0.45314121478464364,0.667693574511852,0.629678996159538,1.1083029084768627,0.8388405797101449,1.5648683601940316,0.9257971014492754,2.1048602353682626,0.9634782608695652,26,68
Plain,full_test,8220,1938,2492,2050,results/models/split_26/plain/model.cbm,0.5126629313299328,0.3504796834424854,0.2628232811597994,0.5014889789344726,0.7069665504882569,0.6604115824519535,1.1083029084768627,0.8097913322632424,1.5648683601940316,0.9024879614767255,2.1048602353682626,0.9462279293739968,26,68
ADME,full_test,8054,2075,2521,2161,results/models/split_27/adme/model.cbm,0.512470777910902,0.355987284667056,0.262626298212605,0.4996587597766722,0.6956843105799922,0.6568074541550103,1.0123368499422376,0.7762792542641809,1.4974008558307086,0.8940896469654899,2.0264882843633667,0.9404998016660056,27,69
BBB pass,bbb_pass_test,5403,1451,1749,2093,results/models/split_27/bbb_pass/model.cbm,0.45490741920900096,0.3259703918561004,0.20694076005139372,0.41782382573404797,0.6549823288586363,0.6071831850892241,0.9915520054155217,0.7987421383647799,1.4889327900954044,0.9119496855345912,1.9642322020509086,0.9628359062321327,27,69
Baseline,full_test,8054,2075,2521,2093,results/models/split_27/baseline/model.cbm,0.5171074793746026,0.3622961996236215,0.26740014522515504,0.49056388789540284,0.6820887642082496,0.6580165951683582,1.0947969200837406,0.7992859976199921,1.6261938063485726,0.9051963506545022,2.160458279740105,0.9516065053550179,27,69
PCA,full_test,8054,2075,2521,2053,results/models/split_27/pca/model.cbm,0.5164805151567476,0.3603545717776287,0.2667521225365795,0.4917984652317223,0.6844652213029735,0.6550221805045054,1.1036262558410426,0.8024593415311384,1.5663830727959003,0.8984529948433162,2.2013298412461664,0.9547798492661642,27,69
Plain,bbb_pass_test,8054,2075,1749,2050,results/models/split_27/plain/model.cbm,0.4496272217955402,0.31794847720844205,0.20216463857957592,0.4312602513352771,0.6575561360771449,0.617707488866554,1.075992205250892,0.8279016580903373,1.5941639939764372,0.9331046312178388,2.1231912615678574,0.9691252144082333,27,69
Plain,full_test,8054,2075,2521,2050,results/models/split_27/plain/model.cbm,0.5123947794014855,0.3551660607811551,0.2625484099578969,0.4998071482138726,0.6947441335923434,0.6599511551242826,1.075992205250892,0.7976993256644189,1.5941639939764372,0.9071796905989686,2.1231912615678574,0.9496231654105514,27,69
ADME,full_test,8052,2030,2568,2161,results/models/split_28/adme/model.cbm,0.491297608145034,0.3385607310395834,0.2413733397690314,0.4913430448552588,0.6965933540852585,0.6564984570232894,1.1818122338135852,0.8457943925233645,1.7146710293398932,0.9271806853582555,2.3631895073692784,0.9676791277258567,28,70
BBB pass,bbb_pass_test,5493,1319,1791,2093,results/models/split_28/bbb_pass/model.cbm,0.4358772747046788,0.31582794806190145,0.18998899860397803,0.43996471754280064,0.6670636549954803,0.6195601057647253,1.0492054909238027,0.8174204355108877,1.5724039819405964,0.9346733668341709,2.145746168761822,0.9748743718592965,28,70
Baseline,full_test,8052,2030,2568,2093,results/models/split_28/baseline/model.cbm,0.4964112045414558,0.34348974182145436,0.2464240839942991,0.4806993831265115,0.6839489574780031,0.6589291316727465,1.1992077973575483,0.8419003115264797,1.7474849749066566,0.9338006230529595,2.413709912069418,0.9676791277258567,28,70
PCA,full_test,8052,2030,2568,2053,results/models/split_28/pca/model.cbm,0.4950310372389775,0.3444058173160695,0.24505572782989796,0.4835829819564562,0.6900184541524995,0.6627988277708414,1.1631298218011423,0.8364485981308412,1.7168016512236968,0.9271806853582555,2.317063174007275,0.964563862928349,28,70
Plain,bbb_pass_test,8052,2030,1791,2050,results/models/split_28/plain/model.cbm,0.42659718015275594,0.307496115899312,0.1819851541142829,0.4635578484212538,0.6795623077816135,0.6381737364664516,1.1655926301199344,0.8654383026242323,1.686744950832667,0.9463986599664992,2.261732150466044,0.981574539363484,28,70
Plain,full_test,8052,2030,2568,2050,results/models/split_28/plain/model.cbm,0.4974562409767667,0.34117489211509044,0.247462711686735,0.47851063601770083,0.6891224757722806,0.6514348210399348,1.1655926301199344,0.8426791277258567,1.6867449508326666,0.92601246105919,2.261732150466044,0.9641744548286605,28,70
ADME,full_test,8143,2011,2496,2161,results/models/split_29/adme/model.cbm,0.5144522648217178,0.3628064034955997,0.2646611327801948,0.5158480657119873,0.7012386382918563,0.6665587504322432,1.0380284925047123,0.7776442307692307,1.4650767684836425,0.8866185897435898,2.0580133541669055,0.9495192307692307,29,71
BBB pass,bbb_pass_test,5615,1343,1645,2093,results/models/split_29/bbb_pass/model.cbm,0.46237489900019096,0.3308267951594449,0.2137905472254368,0.4122396391537161,0.6273672682142115,0.6004374060659339,0.9874471042527829,0.7927051671732522,1.3833806511357538,0.8978723404255319,1.7942732977234352,0.947112462006079,29,71
Baseline,full_test,8143,2011,2496,2093,results/models/split_29/baseline/model.cbm,0.5395288300589856,0.3813152491835068,0.29109135846481776,0.4674985224509207,0.6722422052954183,0.6392328571260363,1.1075754064554388,0.78125,1.5760276175032033,0.891426282051282,2.1234860381098337,0.9467147435897436,29,71
PCA,full_test,8143,2011,2496,2053,results/models/split_29/pca/model.cbm,0.522986765502031,0.367547002539618,0.2735151568902764,0.49965115438580143,0.6950605624741243,0.6624413391688123,1.0640490241296856,0.7904647435897436,1.523008405743213,0.8934294871794872,2.0657857840351017,0.9467147435897436,29,71
Plain,bbb_pass_test,8143,2011,1645,2050,results/models/split_29/plain/model.cbm,0.4524499197939472,0.32413293299196727,0.20471092992154927,0.43720163682918745,0.6472107200075361,0.6192469672840616,1.0405936602727532,0.8182370820668693,1.4712114483689624,0.9185410334346504,2.049311356803082,0.964741641337386,29,71
Plain,full_test,8143,2011,2496,2050,results/models/split_29/plain/model.cbm,0.5118617524483358,0.35901605454446484,0.2620024536194814,0.5207116610755712,0.7052937786378141,0.6742478650771121,1.0405936602727535,0.7832532051282052,1.4712114483689624,0.8954326923076923,2.049311356803082,0.9451121794871795,29,71
